SYMBOL,COUNTRY,WEBSITE,INDUSTRY,SECTOR
SEAT,United States,https://www.vividseats.com,Internet Content & Information,Communication Services
SNSE,United States,https://www.senseibio.com,Biotechnology,Healthcare
JHX,Ireland,https://ir.jameshardie.com.au,Building Materials,Basic Materials
BKTI,United States,https://www.bktechnologies.com,Communication Equipment,Technology
STEP,United States,https://www.stepstonegroup.com,Asset Management,Financial Services
UTMD,United States,https://www.utahmed.com,Medical Instruments & Supplies,Healthcare
ASRV,United States,https://www.ameriserv.com,Banks—Regional,Financial Services
AUPH,Canada,https://www.auriniapharma.com,Biotechnology,Healthcare
FINW,United States,https://www.finwisebancorp.com,Banks—Regional,Financial Services
WLKP,United States,https://www.wlkpartners.com,Chemicals,Basic Materials
VSTEW,Australia,https://www.vast.energy,Solar,Technology
JMSB,United States,https://www.johnmarshallbank.com,Banks—Regional,Financial Services
CLVT,United Kingdom,https://www.clarivate.com,Information Technology Services,Technology
AIRTP,United States,https://airt.net,Conglomerates,Industrials
VSTA,Brazil,https://www.vastaedu.com.br,Education & Training Services,Consumer Defensive
AE,United States,https://www.adamsresources.com,Oil & Gas Refining & Marketing,Energy
FRMEP,United States,https://www.firstmerchants.com,Banks—Regional,Financial Services
LSTR,United States,https://www.landstar.com,Integrated Freight & Logistics,Industrials
GTE,Canada,https://www.grantierra.com,Oil & Gas E&P,Energy
DK,United States,https://www.delekus.com,Oil & Gas Refining & Marketing,Energy
SLGL,Israel,https://www.sol-gel.com,Biotechnology,Healthcare
ADCT,Switzerland,https://www.adctherapeutics.com,Biotechnology,Healthcare
RWT,United States,https://www.redwoodtrust.com,REIT—Mortgage,Real Estate
CSTE,Israel,https://www.caesarstone.com,Building Products & Equipment,Industrials
GDC,United States,https://www.gdculturegroup.com,Electronic Gaming & Multimedia,Communication Services
WFRD,United States,https://www.weatherford.com,Oil & Gas Equipment & Services,Energy
RFL,United States,https://www.rafaelholdings.com,Real Estate Services,Real Estate
MBINM,United States,https://www.merchantsbancorp.com,Banks—Regional,Financial Services
IBM,United States,https://www.ibm.com,Information Technology Services,Technology
ZBH,United States,https://www.zimmerbiomet.com,Medical Devices,Healthcare
AAP,United States,https://shop.advanceautoparts.com,Specialty Retail,Consumer Cyclical
VALN,France,https://valneva.com,Biotechnology,Healthcare
AMTM,United States,https://www.amentum.com,Specialty Business Services,Industrials
DENN,United States,https://www.dennys.com,Restaurants,Consumer Cyclical
SMX,Ireland,https://smx.tech,Specialty Business Services,Industrials
NCPLW,United States,https://www.netcapitalinc.com,Capital Markets,Financial Services
SANM,United States,https://www.sanmina.com,Electronic Components,Technology
LEXXW,Canada,https://lexariabioscience.com,Biotechnology,Healthcare
CHRO,United States,https://www.chromocell.com,Biotechnology,Healthcare
HLXB,United States,,Shell Companies,Financial Services
SMTI,United States,https://sanaramedtech.com,Medical Instruments & Supplies,Healthcare
AUID,United States,https://authid.ai,Software—Infrastructure,Technology
NVR,United States,https://www.nvrinc.com,Residential Construction,Consumer Cyclical
IVCBU,Cayman Islands,https://investcorp.prod-use1.investis.com/eu1,Shell Companies,Financial Services
BLDR,United States,https://www.bldr.com,Building Products & Equipment,Industrials
NEGG,United States,https://www.newegg.com,Internet Retail,Consumer Cyclical
SACH,United States,https://www.sachemcapitalcorp.com,REIT—Mortgage,Real Estate
NSTS,United States,https://www.northshoretrust.com,Banks—Regional,Financial Services
PAGS,Brazil,https://pagseguro.uol.com.br,Software—Infrastructure,Technology
RITM,United States,https://www.rithmcap.com,REIT—Mortgage,Real Estate
BIOR,United States,https://www.bioratherapeutics.com,Biotechnology,Healthcare
DLB,United States,https://www.dolby.com,Specialty Business Services,Industrials
BP,United Kingdom,https://www.bp.com,Oil & Gas Integrated,Energy
UNB,United States,https://www.ublocal.com,Banks—Regional,Financial Services
GCO,United States,https://genesco.com,Apparel Retail,Consumer Cyclical
SERA,United States,https://seraprognostics.com,Medical Devices,Healthcare
MMA,Australia,https://www.trainalta.com,Leisure,Consumer Cyclical
HDSN,United States,https://www.hudsontech.com,Specialty Chemicals,Basic Materials
HSON,United States,https://www.hudsonrpo.com,Staffing & Employment Services,Industrials
FCRX,United States,https://www.crescentbdc.com,,
ACV,United States,,Asset Management,Financial Services
AYI,United States,https://www.acuitybrands.com,Electrical Equipment & Parts,Industrials
AHR,United States,https://www.americanhealthcarereit.com,REIT—Healthcare Facilities,Real Estate
BON,China,https://www.bnlus.com,Specialty Chemicals,Basic Materials
RAVE,United States,https://www.raverg.com,Restaurants,Consumer Cyclical
PSNL,United States,https://www.personalis.com,Diagnostics & Research,Healthcare
SNAP,United States,https://www.snap.com,Internet Content & Information,Communication Services
SCLXW,United States,https://www.scilexholding.com,Drug Manufacturers—General,Healthcare
EFC,United States,https://www.ellingtonfinancial.com,REIT—Mortgage,Real Estate
TTI,United States,https://www.tetratec.com,Oil & Gas Equipment & Services,Energy
NTST,United States,https://www.netstreit.com,REIT—Retail,Real Estate
MRIN,United States,https://www.marinsoftware.com,Software—Application,Technology
ALSAU,United States,,Shell Companies,Financial Services
INUV,United States,https://inuvo.com,Software—Application,Technology
SID,Brazil,https://www.csn.com.br,Steel,Basic Materials
SPTN,United States,https://www.spartannash.com,Food Distribution,Consumer Defensive
LAND,United States,https://www.gladstonefarms.com,REIT—Specialty,Real Estate
VAL,Bermuda,https://www.valaris.com,Oil & Gas Equipment & Services,Energy
VSEE,United States,https://www.vseehealth.com,Health Information Services,Healthcare
COR,United States,https://www.cencora.com,Medical Distribution,Healthcare
VIGL,United States,https://www.vigilneuro.com,Biotechnology,Healthcare
KLTO,United States,https://www.klothoneuro.com,Biotechnology,Healthcare
EMO,United States,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=EMO,Asset Management,Financial Services
KITT,United States,https://nauticusrobotics.com,Aerospace & Defense,Industrials
JYD,China,https://jayud.com,Integrated Freight & Logistics,Industrials
LOTWW,China,https://ir.group-lotus.com,Auto Manufacturers,Consumer Cyclical
WAFD,United States,https://www.wafdbank.com,Banks—Regional,Financial Services
STAF,United States,https://www.staffing360solutions.com,Staffing & Employment Services,Industrials
CLNN,United States,https://clene.com,Packaged Foods,Consumer Defensive
RPM,United States,https://www.rpminc.com,Specialty Chemicals,Basic Materials
ALRS,United States,https://alerus.com,Banks—Regional,Financial Services
NRXS,United States,https://neuraxis.com,Biotechnology,Healthcare
NPCT,United States,,Asset Management,Financial Services
SYNX,Israel,https://www.silynxcom.com,Communication Equipment,Technology
EOSE,United States,https://www.eose.com,Electrical Equipment & Parts,Industrials
XPRO,United States,https://www.expro.com,Oil & Gas Equipment & Services,Energy
NXPLW,United States,https://www.nextplat.com,Software—Application,Technology
EARN,United States,https://www.ellingtoncredit.com,Asset Management,Financial Services
SSNC,United States,https://www.ssctech.com,Software—Application,Technology
TNON,United States,https://www.tenonmed.com,Medical Devices,Healthcare
EXR,United States,https://www.extraspace.com,REIT—Industrial,Real Estate
SOND,United States,https://www.sonder.com,Lodging,Consumer Cyclical
MEDP,United States,https://www.medpace.com,Diagnostics & Research,Healthcare
SPWH,United States,https://www.sportsmans.com,Specialty Retail,Consumer Cyclical
PGRE,United States,https://www.paramount-group.com,REIT—Office,Real Estate
BEPC,United States,https://bep.brookfield.com/bepc,Utilities—Renewable,Utilities
BVFL,United States,https://www.bayvanguard.com,Banks—Regional,Financial Services
WBTN,United States,https://www.webtoon.com,Internet Content & Information,Communication Services
AKTX,United States,https://www.akaritx.com,Biotechnology,Healthcare
GLBS,Greece,https://www.globusmaritime.gr,Marine Shipping,Industrials
ETW,United States,https://funds.eatonvance.com/Tax-Managed-Global-Buy-Write-Opportunities-Fund-ETW.php,Asset Management,Financial Services
FSHPR,United States,,,
BK,United States,https://www.bny.com,Banks—Diversified,Financial Services
HUDAR,United States,,,
LRMR,United States,https://www.larimartx.com,Biotechnology,Healthcare
MORN,United States,https://www.morningstar.com,Financial Data & Stock Exchanges,Financial Services
SHEN,United States,https://www.shentel.com,Telecom Services,Communication Services
ATEN,United States,https://www.a10networks.com,Software—Infrastructure,Technology
WTS,United States,https://www.watts.com,Specialty Industrial Machinery,Industrials
JNVR,United States,https://www.janover.ventures,Software—Infrastructure,Technology
ECX,China,https://www.ecarxgroup.com,Auto Parts,Consumer Cyclical
MRNOW,United Kingdom,https://www.murano.com.mx/en/,Real Estate—Development,Real Estate
WINVU,United States,,Shell Companies,Financial Services
ISPC,United States,https://ispecimen.com,Diagnostics & Research,Healthcare
USAU,United States,https://www.usgoldcorp.gold,Gold,Basic Materials
BUD,Belgium,https://www.ab-inbev.com,Beverages—Brewers,Consumer Defensive
IBACR,United States,,,
CGBS,Jersey,https://www.crownlng.com,Oil & Gas Integrated,Energy
GFL,Canada,https://gflenv.com,Waste Management,Industrials
ACET,United States,https://www.adicetbio.com,Biotechnology,Healthcare
DYN,United States,https://www.dyne-tx.com,Biotechnology,Healthcare
IROHU,United States,https://ironhorseacquisition.com,Shell Companies,Financial Services
AVT,United States,https://www.avnet.com,Electronics & Computer Distribution,Technology
SMMT,United States,https://www.summittxinc.com,Biotechnology,Healthcare
VUZI,United States,https://www.vuzix.com,Consumer Electronics,Technology
DAL,United States,https://www.delta.com,Airlines,Industrials
BCSF,United States,https://www.baincapitalspecialtyfinance.com,Asset Management,Financial Services
LRE,Japan,https://www.lead-real.co.jp,Real Estate—Development,Real Estate
VMD,United States,https://www.viemed.com,Medical Devices,Healthcare
ARQT,United States,https://www.arcutis.com,Biotechnology,Healthcare
NMZ,United States,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=NMZ&refsrc=vu_nuveen.com/nmz,Asset Management,Financial Services
BFK,United States,https://www.blackrock.com/investing/products/240218/blackrock-municipal-income-trust-usd-fund,Asset Management,Financial Services
CCNEP,United States,https://www.cnbbank.bank,Banks—Regional,Financial Services
ULY,United States,https://www.geturgently.com,Software—Application,Technology
AXTI,United States,https://www.axt.com,Semiconductor Equipment & Materials,Technology
WLFC,United States,https://www.wlfc.global,Rental & Leasing Services,Industrials
WCT,Hong Kong,https://www.wchingtech.com,Software—Application,Technology
ANGI,United States,https://www.angi.com,Internet Content & Information,Communication Services
PBMWW,Canada,https://www.psyencebiomed.com,Biotechnology,Healthcare
BEN,United States,https://www.franklinresources.com,Asset Management,Financial Services
QQQX,United States,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=QQQX,Asset Management,Financial Services
FURY,Canada,https://www.furygoldmines.com,Other Industrial Metals & Mining,Basic Materials
SCWO,United States,https://www.374water.com,Pollution & Treatment Controls,Industrials
FAASW,Indonesia,https://digiasia.asia,Software—Infrastructure,Technology
GWRE,United States,https://www.guidewire.com,Software—Application,Technology
OSUR,United States,https://www.orasure.com,Medical Instruments & Supplies,Healthcare
MCW,United States,https://www.mistercarwash.com,Auto & Truck Dealerships,Consumer Cyclical
CRVO,United States,https://www.cervomed.com,Biotechnology,Healthcare
EMCGU,United States,https://embracechange.top,Shell Companies,Financial Services
RMM,United States,https://www.rivernorth.com/closed-end-funds/rmm,Asset Management,Financial Services
PLTK,Israel,https://www.playtika.com,Electronic Gaming & Multimedia,Communication Services
AGCO,United States,https://www.agcocorp.com,Farm & Heavy Construction Machinery,Industrials
OSBC,United States,https://www.oldsecond.com,Banks—Regional,Financial Services
LGVN,United States,https://longeveron.com,Biotechnology,Healthcare
TRAW,United States,https://www.trawspharma.com,Biotechnology,Healthcare
OGCP,United States,,REIT—Office,Real Estate
DUOL,United States,https://www.duolingo.com,Software—Application,Technology
ROMA,Hong Kong,https://www.romaesg.com,Consulting Services,Industrials
KSCP,United States,https://www.knightscope.com,Security & Protection Services,Industrials
LFWD,Israel,https://golifeward.com,Medical Devices,Healthcare
WING,United States,https://www.wingstop.com,Restaurants,Consumer Cyclical
AFJKR,United States,,,
MDRR,United States,https://www.medalistreit.com,REIT—Diversified,Real Estate
IAUX,United States,https://www.i80gold.com,Gold,Basic Materials
DNB,United States,https://www.dnb.com,Financial Data & Stock Exchanges,Financial Services
ATCOL,United Kingdom,https://www.atlascorporation.com,,
YOSH,United States,https://www.yoshiharuramen.com,Restaurants,Consumer Cyclical
RCAT,United States,https://redcat.red,Computer Hardware,Technology
ADN,United States,https://www.advent.energy,Utilities—Renewable,Utilities
ISTR,United States,https://www.investarbank.com,Banks—Regional,Financial Services
RZLV,United Kingdom,https://www.rezolve.com,Software—Infrastructure,Technology
RJF,United States,https://www.raymondjames.com,Asset Management,Financial Services
EVV,United States,https://funds.eatonvance.com/Limited-Duration-Income-Fund-EVV.php,Asset Management,Financial Services
CIO,Canada,https://www.cioreit.com,REIT—Office,Real Estate
PACK,United States,https://www.ranpak.com,Packaging & Containers,Consumer Cyclical
REPX,United States,https://www.rileypermian.com,Oil & Gas E&P,Energy
INSM,United States,https://www.insmed.com,Biotechnology,Healthcare
ALAR,Israel,https://www.alarum.io,Software—Infrastructure,Technology
XRTX,Canada,https://www.xortx.com,Biotechnology,Healthcare
CIFRW,United States,https://www.ciphermining.com,Capital Markets,Financial Services
MANU,United Kingdom,https://www.manutd.com,Entertainment,Communication Services
AX,United States,https://investors.axosfinancial.com/corporate-profile/default.aspx,Banks—Regional,Financial Services
NETDW,United States,https://www.nabors-etcorp.com,Shell Companies,Financial Services
OPTXW,United States,https://www.syntecoptics.com,Electronic Components,Technology
PDSB,United States,https://www.pdsbiotech.com,Biotechnology,Healthcare
NKLA,United States,https://www.nikolamotor.com,Farm & Heavy Construction Machinery,Industrials
CRMD,United States,https://www.cormedix.com,Biotechnology,Healthcare
OPHC,United States,https://www.optimumbank.com,Banks—Regional,Financial Services
UPLD,United States,https://uplandsoftware.com,Software—Application,Technology
OMCL,United States,https://www.omnicell.com,Health Information Services,Healthcare
AXON,United States,https://www.axon.com,Aerospace & Defense,Industrials
PAGP,United States,https://www.plains.com,Oil & Gas Midstream,Energy
HOVR,Canada,https://www.horizonaircraft.com,Aerospace & Defense,Industrials
VXRT,United States,https://vaxart.com,Biotechnology,Healthcare
ZENV,Brazil,https://www.zenvia.com,Software—Application,Technology
PGYWW,United States,https://pagaya.com,Software—Infrastructure,Technology
ISRLU,United States,https://israelacquisitionscorp.com,Shell Companies,Financial Services
WGS,United States,https://www.genedx.com,Health Information Services,Healthcare
FOLD,United States,https://amicusrx.com,Biotechnology,Healthcare
KRO,United States,https://kronostio2.com,Specialty Chemicals,Basic Materials
PDD,Ireland,https://www.pddholdings.com,Internet Retail,Consumer Cyclical
UAVS,United States,https://ageagle.com,Computer Hardware,Technology
LEVI,United States,https://www.levistrauss.com,Apparel Manufacturing,Consumer Cyclical
YOTAR,United States,,,
CTRM,Cyprus,https://www.castormaritime.com,Marine Shipping,Industrials
MUJ,United States,https://www.blackrock.com/investing/products/240267/blackrock-muniholdings-new-jersey-insured-fund-inc-usd-fund,Asset Management,Financial Services
CGC,Canada,https://www.canopygrowth.com,Drug Manufacturers—Specialty & Generic,Healthcare
CIB,Colombia,https://www.grupobancolombia.com,Banks—Regional,Financial Services
SLRX,United States,https://www.salariuspharma.com,Biotechnology,Healthcare
ASPCU,Hong Kong,,Shell Companies,Financial Services
BTA,United States,https://www.blackrock.com/investing/products/240220/blackrock-longterm-municipal-advantage-trust-usd-fund,Asset Management,Financial Services
LIXTW,United States,https://lixte.com,Biotechnology,Healthcare
ALUR,United States,https://www.allurion.com,Medical Devices,Healthcare
FORR,United States,https://www.forrester.com,Consulting Services,Industrials
NHS,United States,https://www.nb.com/Pages/Public/en-us/Products/high-yield-strategies-fund.aspx,Asset Management,Financial Services
MAG,Canada,https://www.magsilver.com,Silver,Basic Materials
EME,United States,https://www.emcorgroup.com,Engineering & Construction,Industrials
FRBA,United States,https://www.firstbanknj.com,Banks—Regional,Financial Services
SMR,United States,https://www.nuscalepower.com,Specialty Industrial Machinery,Industrials
CINF,United States,https://www.cinfin.com,Insurance—Property & Casualty,Financial Services
PHGE,Israel,https://www.biomx.com,Biotechnology,Healthcare
NVTS,United States,https://navitassemi.com,Semiconductors,Technology
ALMS,United States,https://www.alumis.com,Biotechnology,Healthcare
HAIAU,United States,,Shell Companies,Financial Services
CHNR,Hong Kong,https://www.chnr.net,Pollution & Treatment Controls,Industrials
ACTU,United States,https://actuatetherapeutics.com,Biotechnology,Healthcare
CYCCP,United States,https://www.cyclacel.com,Biotechnology,Healthcare
JEF,United States,https://www.jefferies.com,Capital Markets,Financial Services
STM,Switzerland,https://www.st.com,Semiconductors,Technology
USA,United States,https://www.all-starfunds.com/fundfacts-usa.php,Asset Management,Financial Services
NEU,United States,https://www.newmarket.com,Specialty Chemicals,Basic Materials
LEG,United States,https://www.leggett.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical
DMRC,United States,https://www.digimarc.com,Information Technology Services,Technology
TBMC,United States,https://trailblazermergercorp.com,Shell Companies,Financial Services
TYL,United States,https://www.tylertech.com,Software—Application,Technology
ASML,Netherlands,https://www.asml.com,Semiconductor Equipment & Materials,Technology
IOVA,United States,https://www.iovance.com,Biotechnology,Healthcare
ELV,United States,https://www.elevancehealth.com,Healthcare Plans,Healthcare
RKDA,United States,https://www.arcadiabio.com,Packaged Foods,Consumer Defensive
FNWD,United States,https://www.ibankpeoples.com,Banks—Regional,Financial Services
AUNA,Luxembourg,https://aunainvestors.com/English,Medical Care Facilities,Healthcare
GF,Germany,https://fundsus.deutscheam.com/EN/products/new_germany_fund.jsp,Asset Management,Financial Services
EOD,United States,https://www.wellsfargoadvantagefunds.com/wfweb/wf/funds/cef/0EOD.jsp,Asset Management,Financial Services
BHR,United States,https://www.bhrreit.com,REIT—Hotel & Motel,Real Estate
ANGH,United Arab Emirates,https://www.anghami.com,Entertainment,Communication Services
WH,United States,https://www.wyndhamhotels.com,Lodging,Consumer Cyclical
PET,United States,https://www.wagwalking.com,Software—Application,Technology
MARA,United States,https://www.mara.com,Capital Markets,Financial Services
CHE,United States,https://www.chemed.com,Medical Care Facilities,Healthcare
VOXR,Canada,https://www.voxroyalty.com,Other Precious Metals & Mining,Basic Materials
RANI,United States,https://www.ranitherapeutics.com,Biotechnology,Healthcare
CHY,United States,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHY,Asset Management,Financial Services
NNN,United States,https://www.nnnreit.com,REIT—Retail,Real Estate
SRG,United States,https://www.seritage.com,Real Estate Services,Real Estate
SAMG,United States,https://www.silvercrestgroup.com,Asset Management,Financial Services
CVV,United States,https://cvdequipment.com,Specialty Industrial Machinery,Industrials
BLK,United States,https://www.blackrock.com,Asset Management,Financial Services
CERS,United States,https://www.cerus.com,Medical Devices,Healthcare
URGN,United States,https://www.urogen.com,Biotechnology,Healthcare
WTMA,United States,https://www.wtmau.com,Shell Companies,Financial Services
TETEU,Malaysia,https://www.tete-acquisition.com,Shell Companies,Financial Services
UMH,United States,https://www.umh.reit,REIT—Residential,Real Estate
ACIU,Switzerland,https://www.acimmune.com,Biotechnology,Healthcare
XFLT,United States,https://www.xainvestments.com/funds,,
COMM,United States,https://www.commscope.com,Communication Equipment,Technology
GIFT,United States,https://www.rdeholdings.com,Internet Content & Information,Communication Services
HEPS,Turkey,https://www.hepsiburada.com,Internet Retail,Consumer Cyclical
BCS,United Kingdom,https://home.barclays,Banks—Diversified,Financial Services
VAC,United States,https://www.marriottvacationsworldwide.com,Resorts & Casinos,Consumer Cyclical
DPG,United States,https://www.dpgfund.com,Asset Management,Financial Services
TBN,Australia,https://www.tamboran.com,Oil & Gas E&P,Energy
SKYH,United States,https://skyharbour.group,Aerospace & Defense,Industrials
IVCB,Cayman Islands,https://investcorp.prod-use1.investis.com/eu1,Shell Companies,Financial Services
CMP,United States,https://www.compassminerals.com,Other Industrial Metals & Mining,Basic Materials
INGM,United States,https://www.ingrammicro.com,Information Technology Services,Technology
NR,United States,https://www.newpark.com,Oil & Gas Equipment & Services,Energy
PXSAW,Greece,https://www.pyxistankers.com,Oil & Gas Midstream,Energy
IMVT,United States,https://immunovant.com,Biotechnology,Healthcare
TXN,United States,https://www.ti.com,Semiconductors,Technology
SINT,United States,https://www.sintx.com,Medical Devices,Healthcare
AKBA,United States,https://www.akebia.com,Drug Manufacturers—Specialty & Generic,Healthcare
FTEL,Australia,https://www.fitellcorp.com,Specialty Retail,Consumer Cyclical
ASB,United States,https://www.associatedbank.com,Banks—Regional,Financial Services
TSHA,United States,https://www.tayshagtx.com,Biotechnology,Healthcare
IGMS,United States,https://igmbio.com,Biotechnology,Healthcare
AYRO,United States,https://www.ayro.com,Auto Manufacturers,Consumer Cyclical
VINP,Brazil,https://www.vincipartners.com,Asset Management,Financial Services
GDEV,Cyprus,https://gdev.inc,Electronic Gaming & Multimedia,Communication Services
OGS,United States,https://www.onegas.com,Utilities—Regulated Gas,Utilities
CDP,United States,https://www.copt.com,REIT—Office,Real Estate
SATS,United States,https://www.echostar.com,Communication Equipment,Technology
EZGO,China,https://www.ezgotech.com.cn,Recreational Vehicles,Consumer Cyclical
JRVR,Bermuda,https://www.jrvrgroup.com,Insurance—Specialty,Financial Services
DEVS,Canada,https://devvstream.com,Pollution & Treatment Controls,Industrials
NWBI,United States,https://www.northwest.bank,Banks—Regional,Financial Services
DCI,United States,https://www.donaldson.com,Specialty Industrial Machinery,Industrials
MTEM,United States,https://www.mtem.com,Biotechnology,Healthcare
RLAY,United States,https://www.relaytx.com,Biotechnology,Healthcare
ACIC,United States,https://www.amcoastal.com,Insurance—Property & Casualty,Financial Services
ANTE,China,https://ir.airnetgroup.cn,Advertising Agencies,Communication Services
DLNG,Greece,https://www.dynagaspartners.com,Oil & Gas Midstream,Energy
NVACR,United States,,,
MVO,United States,https://mvo.q4web.com/home/default.aspx,Oil & Gas E&P,Energy
AIEV,United States,https://www.aiev.ai,Auto Manufacturers,Consumer Cyclical
RHI,United States,https://www.roberthalf.com,Staffing & Employment Services,Industrials
FBLA,United States,https://www.bankwithfidelity.com,Banks—Regional,Financial Services
LFMDP,United States,https://lifemd.com,Health Information Services,Healthcare
PRAX,United States,https://praxismedicines.com,Biotechnology,Healthcare
NWPX,United States,https://www.nwpipe.com,Metal Fabrication,Industrials
FTF,United States,https://www.franklintempleton.com/investor/products/mutual-funds/overview?FundID=3637,Asset Management,Financial Services
AGO,Bermuda,https://www.assuredguaranty.com,Insurance—Specialty,Financial Services
ADUR,Canada,https://www.adurocleantech.com,Pollution & Treatment Controls,Industrials
FORTY,Israel,https://www.formulasystems.com,Information Technology Services,Technology
SPHR,United States,https://www.sphereentertainmentco.com,Entertainment,Communication Services
VEEV,United States,https://www.veeva.com,Health Information Services,Healthcare
RA,United States,https://publicsecurities.brookfield.com/us-closed-end-funds/brookfield-real-assets-income-fund?id=192676,Asset Management,Financial Services
TBNK,United States,https://www.territorialsavings.net,Banks—Regional,Financial Services
MXF,Mexico,https://www.themexicofund.com,Asset Management,Financial Services
CDRO,Luxembourg,https://www.codereonline.com,Gambling,Consumer Cyclical
AITRR,United States,,,
YOTAW,United States,,Shell Companies,Financial Services
NXG,United States,https://www.cushingcef.com/the-cushing-renaissance-fund/overview,Asset Management,Financial Services
RSLS,United States,https://www.reshapelifesciences.com,Medical Devices,Healthcare
FSK,United States,https://www.fskkradvisor.com,Asset Management,Financial Services
ADSEW,Ireland,https://www.ads-tec-energy.com,Electrical Equipment & Parts,Industrials
MTD,United States,https://www.mt.com,Diagnostics & Research,Healthcare
PIII,United States,https://p3hp.org,Medical Care Facilities,Healthcare
AWI,United States,https://www.armstrongceilings.com,Building Products & Equipment,Industrials
JGH,United States,https://www.nuveen.com/CEF/Product/Overview.aspx?fundcode=JGH,Asset Management,Financial Services
LINK,United States,https://www.interlinkelectronics.com,Electronic Components,Technology
SEB,United States,https://www.seaboardcorp.com,Conglomerates,Industrials
PRI,United States,https://www.primerica.com,Insurance—Life,Financial Services
CANF,Israel,https://www.canfite.com,Biotechnology,Healthcare
WKSP,United States,https://www.worksport.com,Auto Parts,Consumer Cyclical
RERE,China,https://www.atrenew.com,Internet Retail,Consumer Cyclical
ARTNA,United States,https://www.artesianwater.com,Utilities—Regulated Water,Utilities
NAOV,United States,https://www.nanovibronix.com,Medical Devices,Healthcare
FBRT,United States,https://www.fbrtreit.com,REIT—Mortgage,Real Estate
CPNG,United States,https://www.aboutcoupang.com,Internet Retail,Consumer Cyclical
MBC,United States,https://www.masterbrand.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical
RNR,Bermuda,https://www.renre.com,Insurance—Reinsurance,Financial Services
XTNT,United States,https://www.xtantmedical.com,Medical Devices,Healthcare
CHPT,United States,https://www.chargepoint.com,Specialty Retail,Consumer Cyclical
KDLYW,United States,https://kindlymd.com,Medical Care Facilities,Healthcare
LGF-A,United States,https://www.lionsgate.com,Entertainment,Communication Services
PRPH,United States,https://www.prophaselabs.com,Diagnostics & Research,Healthcare
FRHC,Kazakhstan,https://www.freedomholdingcorp.com,Capital Markets,Financial Services
HEES,United States,https://www.he-equipment.com,Rental & Leasing Services,Industrials
ENSC,United States,https://www.ensysce.com,Biotechnology,Healthcare
GOOGL,United States,https://abc.xyz,Internet Content & Information,Communication Services
KBH,United States,https://www.kbhome.com,Residential Construction,Consumer Cyclical
KBR,United States,https://www.kbr.com,Engineering & Construction,Industrials
QD,China,https://www.qudian.com,Credit Services,Financial Services
FSEA,United States,https://www.firstseacoastbank.com,Banks—Regional,Financial Services
OZK,United States,https://www.ozk.com,Banks—Regional,Financial Services
SSRM,United States,https://www.ssrmining.com,Gold,Basic Materials
JOB,United States,https://www.geegroup.com,Staffing & Employment Services,Industrials
TFSL,United States,https://www.thirdfederal.com,Banks—Regional,Financial Services
SWIN,Hong Kong,https://www.solomonwin.com.hk,Capital Markets,Financial Services
CNVS,United States,https://www.cineverse.com,Entertainment,Communication Services
EPD,United States,https://www.enterpriseproducts.com,Oil & Gas Midstream,Energy
NMRA,United States,https://www.neumoratx.com,Biotechnology,Healthcare
AVD,United States,https://www.american-vanguard.com,Agricultural Inputs,Basic Materials
IDN,United States,https://www.intellicheck.com,Software—Application,Technology
BOC,United States,https://www.bostonomaha.com,Conglomerates,Industrials
UBXG,China,https://www.u-bx.com,Software—Infrastructure,Technology
NKX,United States,https://www.nuveen.com/CEF/Product/Overview.aspx?fundcode=NKX,Asset Management,Financial Services
LUCY,United States,https://www.lucyd.co,Medical Instruments & Supplies,Healthcare
WTRG,United States,https://www.essential.co,Utilities—Regulated Water,Utilities
HIHO,Hong Kong,https://www.highwayholdings.com,Metal Fabrication,Industrials
POWW,United States,https://www.ammoinc.com,Aerospace & Defense,Industrials
VFC,United States,https://www.vfc.com,Apparel Manufacturing,Consumer Cyclical
AVTX,United States,https://www.avalotx.com,Biotechnology,Healthcare
SQM,Chile,https://www.sqm.com,Specialty Chemicals,Basic Materials
PTA,United States,https://www.cohenandsteers.com/funds/tax-advantaged-preferred-securities-and-income-fund/?symbol=PTA,Asset Management,Financial Services
FSHP,United States,,Shell Companies,Financial Services
OESX,United States,https://www.orionlighting.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical
BCV,United States,https://www.gabelli.com/Template/fundinfo.cfm?tid=NzZjZjM=&bid=OTA3YQ==&mid=NGNlN2E=&num=NWRhZWU=&kid=NTVhZGY=&fid=NTNiMDc=&rid=321-=edoc_dnuf,Asset Management,Financial Services
HCM,Hong Kong,https://www.hutch-med.com,Drug Manufacturers—Specialty & Generic,Healthcare
GTLB,United States,https://about.gitlab.com,Software—Infrastructure,Technology
WTFCM,United States,https://www.wintrust.com,Banks—Regional,Financial Services
PBR,Brazil,https://petrobras.com.br,Oil & Gas Integrated,Energy
HIX,United States,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HIX,Asset Management,Financial Services
WGSWW,United States,https://www.genedx.com,Health Information Services,Healthcare
